counterparty,actor_category,crises,n_crises,n_transactions,total_amount,early_access,top_quartile_scale,intermediary_role,centrality_norm,recurrence_norm,cross_crisis_norm,information_channel_score
S Dobree & Sons,unknown,1847,1,1,6388.8,1,1,0,0.0006,0.0038,0.0,0.3507
R Busch & Co,unknown,1847,1,1,5333.6,1,1,0,0.0005,0.0038,0.0,0.3507
J Thomson T Brown & Co,unknown,1847,1,1,5323.9,1,1,0,0.0005,0.0038,0.0,0.3507
John Young Ehlers & Co,unknown,1866,1,1,8460.0,1,1,0,0.0008,0.0038,0.0,0.3507
Pusch & Co,unknown,1847,1,1,5451.3,1,1,0,0.0005,0.0038,0.0,0.3507
A Alexander & Co,unknown,1847,1,1,8392.3,1,1,0,0.0008,0.0038,0.0,0.3507
Brochellank & Ralt,unknown,1847,1,1,4981.1,1,1,0,0.0005,0.0038,0.0,0.3507
Jonules & Co,unknown,1847,1,1,5622.7,1,1,0,0.0005,0.0038,0.0,0.3507
Randon H Co,unknown,1847,1,1,6580.0,1,1,0,0.0006,0.0038,0.0,0.3507
Richards L & Co,unknown,1847,1,1,6735.5,1,1,0,0.0007,0.0038,0.0,0.3507
J Butt Son & Co,unknown,1857,1,1,8753.5,1,1,0,0.0008,0.0038,0.0,0.3507
D Dodree & Son,unknown,1847,1,1,8230.0,1,1,0,0.0008,0.0038,0.0,0.3507
Pims Willyarm & Co,unknown,1847,1,1,8001.3,1,1,0,0.0008,0.0038,0.0,0.3507
Luckensteen Son & Co,unknown,1847,1,1,6045.0,1,1,0,0.0006,0.0038,0.0,0.3507
Thompson & Forman,unknown,1847,1,1,7441.3,1,1,0,0.0007,0.0038,0.0,0.3507
Fledstones & Co,unknown,1847,1,1,7060.1,1,1,0,0.0007,0.0038,0.0,0.3507
Taster Oortens & Co,unknown,1857,1,1,7731.0,1,1,0,0.0007,0.0038,0.0,0.3507
A D J Blynt & Co,unknown,1847,1,1,7600.0,1,1,0,0.0007,0.0038,0.0,0.3507
Apactali & Co,unknown,1847,1,1,7628.2,1,1,0,0.0007,0.0038,0.0,0.3507
Chas Coles Jnr,unknown,1847,1,1,4787.4,1,1,0,0.0005,0.0038,0.0,0.3507
Lydle Bros Co,unknown,1847,1,1,6000.8,1,1,0,0.0006,0.0038,0.0,0.3507
I. W. Cater Sons & Co,unknown,1866,1,1,8750.5,1,1,0,0.0008,0.0038,0.0,0.3507
Matthew Parker & Co,unknown,1847,1,1,6028.7,1,1,0,0.0006,0.0038,0.0,0.3507
Elvian & Co,unknown,1847,1,1,8275.7,1,1,0,0.0008,0.0038,0.0,0.3507
Elligan & Co,unknown,1847,1,1,8648.6,1,1,0,0.0008,0.0038,0.0,0.3507
Mortoy S Co,unknown,1847,1,1,6017.1,1,1,0,0.0006,0.0038,0.0,0.3507
H+J Johnston & Co,unknown,1847,1,1,8677.4,1,1,0,0.0008,0.0038,0.0,0.3507
Edward & Megan Co,unknown,1847,1,1,6288.7,1,1,0,0.0006,0.0038,0.0,0.3507
Pidgeon H A S & H,unknown,1847,1,1,4050.0,1,1,0,0.0004,0.0038,0.0,0.3506
D Mattos & De Leon,unknown,1847,1,1,4281.6,1,1,0,0.0004,0.0038,0.0,0.3506
Lloyd Morgan,merchant_bank,1847,1,1,0.0,1,0,1,0.0,0.0038,0.0,0.3506
C Coles Jnr,unknown,1847,1,1,4172.4,1,1,0,0.0004,0.0038,0.0,0.3506
Edwin Morgan,merchant_bank,1847,1,1,95.5,1,0,1,0.0,0.0038,0.0,0.3506
A S Lavant & W,unknown,1847,1,1,4642.8,1,1,0,0.0004,0.0038,0.0,0.3506
Alexs & Bell,unknown,1847,1,1,4381.1,1,1,0,0.0004,0.0038,0.0,0.3506
Lon S.Western Bk,merchant_bank,1914,1,45,1073072.5,0,1,1,0.1036,0.1698,0.0,0.3462
N. M. Rothschild & Sons,merchant_bank,1914,1,12,1237482.4,0,1,1,0.1195,0.0453,0.0,0.3307
Kleinwort Sons & Co,merchant_bank,1914,1,33,556727.5,0,1,1,0.0538,0.1245,0.0,0.3294
J.H.Schroder & Co,merchant_bank,1914,1,10,1031112.9,0,1,1,0.0996,0.0377,0.0,0.3256
Baring Bros & Co Ld,merchant_bank,1914,1,7,864269.1,0,1,1,0.0835,0.0264,0.0,0.3207
Brightwen Gillet & Co,bill_broker,1866,1,9,232254.0,0,1,1,0.0224,0.034,0.0,0.3096
"Drake, Kleinwort & Cohen",merchant_bank,1866,1,7,238208.4,0,1,1,0.023,0.0264,0.0,0.3086
Brown Shipley & Co,merchant_bank,1914,1,7,205353.9,0,1,1,0.0198,0.0264,0.0,0.3079
Credit Lyonnais Per Glyn Mills Currie,merchant_bank,1914,1,1,281915.3,0,1,1,0.0272,0.0038,0.0,0.306
Frederick Huth & Co,merchant_bank,1866,1,2,203778.0,0,1,1,0.0197,0.0075,0.0,0.3051
S.N.Schroder & Co,merchant_bank,1914,1,1,111542.3,0,1,1,0.0108,0.0038,0.0,0.3027
Kleinwort & Cohen,merchant_bank,1857,1,3,33930.9,0,1,1,0.0033,0.0113,0.0,0.3024
"Sanderson Frys, Rigge & Co",bill_broker,1866,1,3,8969.9,0,1,1,0.0009,0.0113,0.0,0.3019
Baring Brothers & Co,merchant_bank,1857,1,1,59000.0,0,1,1,0.0057,0.0038,0.0,0.3017
Baring & Co,merchant_bank,1857,1,1,60000.0,0,1,1,0.0058,0.0038,0.0,0.3017
H. T Morgan & Co,merchant_bank,1866,1,1,53894.7,0,1,1,0.0052,0.0038,0.0,0.3016
P. J. Morgan & Co,merchant_bank,1866,1,1,30825.0,0,1,1,0.003,0.0038,0.0,0.3012
Lloyd'S Bank Ltd,clearing_or_joint_stock_bank,1914,1,73,4051027.0,0,1,0,0.3913,0.2755,0.0,0.2696
Union Smiths Bk Ho,unknown,1914,1,107,2573360.0,0,1,0,0.2486,0.4038,0.0,0.2603
Union Smiths Bank Ld Lom St,clearing_or_joint_stock_bank,1914,1,147,1195134.2,0,1,0,0.1154,0.5547,0.0,0.2563
Greenwood & Co,unknown,"1857,1866",2,9,8991.9,1,0,0,0.0009,0.034,0.3333,0.2553
Clement Dresser,unknown,"1857,1866",2,8,10290.8,1,0,0,0.001,0.0302,0.3333,0.2547
Luckie Brothers & Co,unknown,"1857,1866",2,8,3811.9,1,0,0,0.0004,0.0302,0.3333,0.2546
Gorton & Son,unknown,"1857,1866",2,7,9891.4,1,0,0,0.001,0.0264,0.3333,0.2542
Browning Wood & Fox,unknown,"1857,1866",2,7,6577.5,1,0,0,0.0006,0.0264,0.3333,0.2541
Richard Johnson & Co,unknown,"1847,1866",2,7,4131.5,1,0,0,0.0004,0.0264,0.3333,0.254
W Howell & Co,unknown,"1847,1857",2,6,2041.6,1,0,0,0.0002,0.0226,0.3333,0.2534
Dawson Campbell & Co,unknown,"1847,1857",2,5,5411.2,1,0,0,0.0005,0.0189,0.3333,0.2529
John Sharp,unknown,"1847,1857",2,5,1716.3,1,0,0,0.0002,0.0189,0.3333,0.2529
J J Buttress,unknown,"1847,1857",2,5,1332.2,1,0,0,0.0001,0.0189,0.3333,0.2528
Samuel Sadler,unknown,"1857,1866",2,4,6211.6,1,0,0,0.0006,0.0151,0.3333,0.2524
A F Schleicher,unknown,"1847,1857",2,4,4795.6,1,0,0,0.0005,0.0151,0.3333,0.2524
Thomas Lee,unknown,"1847,1857",2,4,841.4,1,0,0,0.0001,0.0151,0.3333,0.2523
Puzey Pallett & Co,unknown,"1857,1866",2,4,4393.1,1,0,0,0.0004,0.0151,0.3333,0.2523
James Anderson & Co,unknown,"1857,1866",2,4,2815.0,1,0,0,0.0003,0.0151,0.3333,0.2523
John Getting,unknown,"1847,1866",2,4,364.9,1,0,0,0.0,0.0151,0.3333,0.2523
Allen & Solly,unknown,"1847,1857",2,4,4535.8,1,0,0,0.0004,0.0151,0.3333,0.2523
Young Harrison & Bevan,unknown,"1857,1866",2,3,6039.4,1,0,0,0.0006,0.0113,0.3333,0.2518
Moses Solomon,unknown,"1857,1866",2,3,1773.5,1,0,0,0.0002,0.0113,0.3333,0.2517
A. S. Petrie & Co,unknown,"1857,1866",2,2,7877.3,1,0,0,0.0008,0.0075,0.3333,0.2513
Puget Bainbridges & Co,unknown,"1857,1866",2,2,9523.4,1,0,0,0.0009,0.0075,0.3333,0.2513
Robert Bentley & Sons,unknown,"1857,1866",2,2,8404.7,1,0,0,0.0008,0.0075,0.3333,0.2513
Lupton Hooton & Co,unknown,"1847,1857",2,2,4549.4,1,0,0,0.0004,0.0075,0.3333,0.2512
Thomas Stephings,unknown,"1857,1866",2,2,282.0,1,0,0,0.0,0.0075,0.3333,0.2511
National Provincial Bk Of England Ltd,clearing_or_joint_stock_bank,1914,1,58,3309195.8,0,1,0,0.3196,0.2189,0.0,0.2468
Lon Jt Stock Bk,unknown,1914,1,48,2215691.6,0,1,0,0.214,0.1811,0.0,0.22
Natl Bk Of India Ltd,unknown,1914,1,34,2594595.3,0,1,0,0.2506,0.1283,0.0,0.2194
Parr'S Bank Ltd,clearing_or_joint_stock_bank,1914,1,90,835460.4,0,1,0,0.0807,0.3396,0.0,0.2171
London & River Plate Bank Ltd,clearing_or_joint_stock_bank,1914,1,16,2805472.5,0,1,0,0.271,0.0604,0.0,0.2133
John Gladding & Son,unknown,1866,1,18,5099.4,1,0,0,0.0005,0.0679,0.0,0.2103
Walter Howell & Co,unknown,1847,1,18,3930.1,1,0,0,0.0004,0.0679,0.0,0.2103
Burdon & Gray,unknown,1847,1,17,2119.3,1,0,0,0.0002,0.0642,0.0,0.2097
Arluthrot Ewart & Co,unknown,1914,1,15,24811.1,1,0,0,0.0024,0.0566,0.0,0.209
W Wansey,unknown,1847,1,15,2937.7,1,0,0,0.0003,0.0566,0.0,0.2086
The Bombay Co Ltd,unknown,1914,1,14,28800.9,1,0,0,0.0028,0.0528,0.0,0.2085
T W Meade,unknown,1847,1,14,1714.2,1,0,0,0.0002,0.0528,0.0,0.208
Brien & Parker,unknown,1857,1,13,2365.6,1,0,0,0.0002,0.0491,0.0,0.2074
Frederick Sage,unknown,1866,1,12,745.6,1,0,0,0.0001,0.0453,0.0,0.2068
M Kinsey,unknown,1847,1,11,3175.8,1,0,0,0.0003,0.0415,0.0,0.2063
Colonial Bank,foreign_or_colonial_financial,"1866,1914",2,4,209025.7,0,1,0,0.0202,0.0151,0.3333,0.2063
Pocock & Sons,unknown,1847,1,11,428.2,1,0,0,0.0,0.0415,0.0,0.2062
Lister & Biggs,unknown,1866,1,9,3148.0,1,0,0,0.0003,0.034,0.0,0.2052
T. I. & T. Powell,unknown,1914,1,9,5682.9,1,0,0,0.0005,0.034,0.0,0.2052
C Henry,unknown,1857,1,9,7528.1,1,0,0,0.0007,0.034,0.0,0.2052
Hall & Nuttall,unknown,1866,1,9,3410.0,1,0,0,0.0003,0.034,0.0,0.2052
Josh Prestwich & S,unknown,1847,1,9,3333.7,1,0,0,0.0003,0.034,0.0,0.2052
E & A Prior,unknown,1857,1,9,6475.9,1,0,0,0.0006,0.034,0.0,0.2052
Rutherford Drury & Co,unknown,1866,1,9,7185.8,1,0,0,0.0007,0.034,0.0,0.2052
J Jacobson & Co,unknown,1857,1,9,4542.5,1,0,0,0.0004,0.034,0.0,0.2052
W. Morhimore,unknown,1866,1,8,6445.5,1,0,0,0.0006,0.0302,0.0,0.2047
H. Clarkson & Co,unknown,1866,1,8,7667.5,1,0,0,0.0007,0.0302,0.0,0.2047
John Boulcott & Co,unknown,1847,1,8,3298.3,1,0,0,0.0003,0.0302,0.0,0.2046
E J Cole,unknown,1857,1,8,1814.9,1,0,0,0.0002,0.0302,0.0,0.2046
E. Tetley & Son,unknown,1866,1,8,2700.9,1,0,0,0.0003,0.0302,0.0,0.2046
Northumberland & Durham Coal,unknown,1866,1,8,4907.0,1,0,0,0.0005,0.0302,0.0,0.2046
E & G Hibbert,unknown,1847,1,8,2204.9,1,0,0,0.0002,0.0302,0.0,0.2046
Pritchett & Sons,unknown,1866,1,8,5356.5,1,0,0,0.0005,0.0302,0.0,0.2046
Comptoir National D'Escompte De Paris,foreign_or_colonial_financial,1914,1,31,1901110.5,0,1,0,0.1836,0.117,0.0,0.2043
Somervell & Co,unknown,1866,1,7,5758.3,1,0,0,0.0006,0.0264,0.0,0.2041
F Ede Son & Noyes,unknown,1866,1,7,6952.3,1,0,0,0.0007,0.0264,0.0,0.2041
Adamson & Ronaldson,unknown,1866,1,7,3492.0,1,0,0,0.0003,0.0264,0.0,0.204
George Routledge & Son,unknown,1866,1,7,3265.9,1,0,0,0.0003,0.0264,0.0,0.204
Rogers Bros,unknown,1847,1,7,2657.2,1,0,0,0.0003,0.0264,0.0,0.204
Mason & Taylor,unknown,1847,1,7,3050.1,1,0,0,0.0003,0.0264,0.0,0.204
Isaac Jacobson,unknown,1847,1,7,2632.8,1,0,0,0.0003,0.0264,0.0,0.204
W B Gurney,unknown,1847,1,7,968.5,1,0,0,0.0001,0.0264,0.0,0.204
John Brooks B W,unknown,1847,1,7,874.2,1,0,0,0.0001,0.0264,0.0,0.204
J Lefever,unknown,1847,1,7,1854.2,1,0,0,0.0002,0.0264,0.0,0.204
W J Fraser,unknown,1847,1,7,3059.6,1,0,0,0.0003,0.0264,0.0,0.204
Hoston Megaw Co Ltd,unknown,1914,1,6,23022.3,1,0,0,0.0022,0.0226,0.0,0.2038
Mac Intyre Buchanan & Co,unknown,1857,1,6,4395.4,1,0,0,0.0004,0.0226,0.0,0.2035
John Hugher & Co,unknown,1866,1,6,3504.1,1,0,0,0.0003,0.0226,0.0,0.2035
Palmer & Co,unknown,1857,1,6,6738.4,1,0,0,0.0007,0.0226,0.0,0.2035
Samuel Magnus,unknown,1866,1,6,3565.5,1,0,0,0.0003,0.0226,0.0,0.2035
Teede & Bishop,unknown,1866,1,6,2817.9,1,0,0,0.0003,0.0226,0.0,0.2035
Charles Rayne,unknown,1866,1,6,5425.7,1,0,0,0.0005,0.0226,0.0,0.2035
J. Defries & Sons,unknown,1866,1,6,3069.8,1,0,0,0.0003,0.0226,0.0,0.2035
Prestwich J & Co,unknown,1847,1,6,2669.5,1,0,0,0.0003,0.0226,0.0,0.2035
"Wilson, Rose, Graham & Co",unknown,1857,1,6,6958.9,1,0,0,0.0007,0.0226,0.0,0.2035
Thomas Seamer & Son,unknown,1866,1,6,3384.2,1,0,0,0.0003,0.0226,0.0,0.2035
E Bernouilli,unknown,1857,1,6,4844.2,1,0,0,0.0005,0.0226,0.0,0.2035
L Goddard Finch & Co,unknown,1857,1,6,3247.8,1,0,0,0.0003,0.0226,0.0,0.2035
Josh Angus,unknown,1847,1,6,1734.2,1,0,0,0.0002,0.0226,0.0,0.2034
Barnett & Kimpton,unknown,1847,1,6,1913.3,1,0,0,0.0002,0.0226,0.0,0.2034
George Peash,unknown,1857,1,6,1344.4,1,0,0,0.0001,0.0226,0.0,0.2034
John Simmonds,unknown,1866,1,6,2004.1,1,0,0,0.0002,0.0226,0.0,0.2034
N Nansey,unknown,1847,1,6,1215.6,1,0,0,0.0001,0.0226,0.0,0.2034
J B Shuttleworth & Co,unknown,1847,1,6,0.0,1,0,0,0.0,0.0226,0.0,0.2034
J Clark B S,unknown,1847,1,6,2209.2,1,0,0,0.0002,0.0226,0.0,0.2034
Jas Simott,unknown,1847,1,6,0.0,1,0,0,0.0,0.0226,0.0,0.2034
F Tuke,unknown,1847,1,6,1959.9,1,0,0,0.0002,0.0226,0.0,0.2034
Arthur & Co Ltd,unknown,1914,1,5,18969.7,1,0,0,0.0018,0.0189,0.0,0.2032
Hindley Co,unknown,1914,1,5,19230.8,1,0,0,0.0019,0.0189,0.0,0.2032
"Mac Intyre, Buchanan & Co",unknown,1866,1,5,5942.4,1,0,0,0.0006,0.0189,0.0,0.203
James Shears & Sons,unknown,1857,1,5,6734.4,1,0,0,0.0007,0.0189,0.0,0.203
Clairmonte Brothers,unknown,1857,1,5,5752.0,1,0,0,0.0006,0.0189,0.0,0.203
Tw Bradley & Co,unknown,1857,1,5,5983.7,1,0,0,0.0006,0.0189,0.0,0.203
Thomas Lowndes & Co,unknown,1857,1,5,7360.2,1,0,0,0.0007,0.0189,0.0,0.203
Borrowman Phillipps & Co,unknown,1866,1,5,6436.0,1,0,0,0.0006,0.0189,0.0,0.203
Jno Udall,unknown,1847,1,5,1267.2,1,0,0,0.0001,0.0189,0.0,0.2029
R. Johnson & Co,unknown,1866,1,5,2588.7,1,0,0,0.0003,0.0189,0.0,0.2029
Josh Reid,unknown,1847,1,5,2369.8,1,0,0,0.0002,0.0189,0.0,0.2029
D H Bushell,unknown,1857,1,5,607.2,1,0,0,0.0001,0.0189,0.0,0.2029
Jas Brooker,unknown,1847,1,5,1503.9,1,0,0,0.0001,0.0189,0.0,0.2029
James Davidge,unknown,1857,1,5,806.5,1,0,0,0.0001,0.0189,0.0,0.2029
John Barelli & Co,unknown,1866,1,5,4106.6,1,0,0,0.0004,0.0189,0.0,0.2029
C H Olivier,unknown,1857,1,5,3744.0,1,0,0,0.0004,0.0189,0.0,0.2029
Phillips Faithfull & Co,unknown,1857,1,5,5320.1,1,0,0,0.0005,0.0189,0.0,0.2029
E. & I. Vickers & Co,unknown,1857,1,5,2850.7,1,0,0,0.0003,0.0189,0.0,0.2029
Anderson & Newton,unknown,1847,1,5,1712.7,1,0,0,0.0002,0.0189,0.0,0.2029
T De La Rue & Co,unknown,1847,1,5,3531.6,1,0,0,0.0003,0.0189,0.0,0.2029
S Swownell & Son,unknown,1857,1,5,3442.8,1,0,0,0.0003,0.0189,0.0,0.2029
A Webber & Co,unknown,1857,1,5,4661.9,1,0,0,0.0005,0.0189,0.0,0.2029
Hawes Stanbridge & Hedley,unknown,1857,1,5,4043.0,1,0,0,0.0004,0.0189,0.0,0.2029
John Walker,unknown,1857,1,5,1149.3,1,0,0,0.0001,0.0189,0.0,0.2029
Swindell & Bankhead,unknown,1857,1,5,3190.7,1,0,0,0.0003,0.0189,0.0,0.2029
Gunning & Duarrell,unknown,1847,1,5,1807.9,1,0,0,0.0002,0.0189,0.0,0.2029
J Foot & Son,unknown,1857,1,5,4829.3,1,0,0,0.0005,0.0189,0.0,0.2029
H Bull Son & Co,unknown,1847,1,5,2796.2,1,0,0,0.0003,0.0189,0.0,0.2029
Rees Glammong & Co,unknown,1866,1,5,648.1,1,0,0,0.0001,0.0189,0.0,0.2029
