counterparty,actor_category,crises,n_crises,n_transactions,total_amount,information_channel_score,spans_cable
N & A Daniels,unknown,1847,1,1,1520.0,0.2006,no
Mme Cherry Co,unknown,1857,1,1,4332.8,0.2006,no
Mody & Co,unknown,1866,1,1,968.2,0.2006,no
Bennock & Twentyman,unknown,1847,1,1,2793.4,0.2006,no
Moris Ashby Ltd,unknown,1914,1,1,3011.8,0.2006,no
Morlel and Horne,unknown,1847,1,1,967.7,0.2006,no
Morlet & Horne,unknown,1847,1,1,811.9,0.2006,no
Morley & Powell,unknown,1866,1,1,4509.2,0.2006,no
Ben Smith D. Co,unknown,1847,1,1,2343.8,0.2006,no
Mothay & Co,unknown,1847,1,1,3971.9,0.2006,no
Beller,unknown,1847,1,1,1702.4,0.2006,no
Bell Alex,unknown,1847,1,1,1455.0,0.2006,no
Bardburg & Cook,unknown,1866,1,1,1248.3,0.2006,no
Bardon & Gray,unknown,1847,1,1,0.0,0.2006,no
Barnard & Co,unknown,1857,1,1,930.8,0.2006,no
"Bauley, Pegg & Co",unknown,1866,1,1,930.0,0.2006,no
Bautcher Baltimore,unknown,1857,1,1,4331.9,0.2006,no
Mepen & Co,unknown,1847,1,1,3010.8,0.2006,no
"Bayliss, Jones & Bayliss",unknown,1866,1,1,782.0,0.2006,no
N Volckman,unknown,1847,1,1,288.0,0.2006,no
N S Coy & Co,unknown,1847,1,1,1266.8,0.2006,no
N Daniels,unknown,1847,1,1,3078.5,0.2006,no
Beiy Riley,unknown,1866,1,1,138.2,0.2006,no
Bell & Hughes,unknown,1847,1,1,945.0,0.2006,no
Fray & Mc Farlan,unknown,1847,1,1,756.0,0.2006,no
Nalter Cossu & Son,unknown,1847,1,1,1543.8,0.2006,no
Jp Thol & Co,unknown,1857,1,1,344.0,0.2006,no
Secretan Campbell & Co,unknown,1866,1,1,958.8,0.2006,no
Runey B,unknown,1847,1,1,285.0,0.2006,no
S & J Peqq,unknown,1866,1,1,551.8,0.2006,no
Schwann & Co,unknown,1866,1,1,1999.5,0.2006,no
S A Hodgson,unknown,1857,1,1,120.0,0.2006,no
W Nansey,unknown,1847,1,1,264.0,0.2006,no
T D Henry,unknown,1847,1,1,314.7,0.2006,no
Willaim Pringle,unknown,1847,1,1,708.8,0.2006,no
P van de Wall,unknown,1847,1,1,0.0,0.2006,no
Ridgemont Bros,unknown,1847,1,1,1776.0,0.2006,no
New Zealand Loans Afe,unknown,1866,1,1,1500.0,0.2006,no
Thomas Nalher N N,unknown,1847,1,1,206.3,0.2006,no
Nirepen & co,unknown,1847,1,1,1904.5,0.2006,no
Thomas M Gregor,unknown,1866,1,1,186.1,0.2006,no
Wulff,unknown,1847,1,1,1440.0,0.2006,no
Norman Nansey,unknown,1847,1,1,0.0,0.2006,no
Rikiue Bros,unknown,1847,1,1,2320.0,0.2006,no
Richard Poppleton,unknown,1866,1,1,1462.0,0.2006,no
Thomas Lyde,unknown,1866,1,1,0.0,0.2006,no
Thomas Hodgkinsons & Co,unknown,1857,1,1,235.0,0.2006,no
Thomas Hodgkinson & Co,unknown,1857,1,1,230.0,0.2006,no
Robert Froie,unknown,1857,1,1,0.0,0.2006,no
R howards,unknown,1847,1,1,1009.8,0.2006,no
R Von Glehn,unknown,1857,1,1,1143.0,0.2006,no
Ruck Son & F,unknown,1847,1,1,1381.9,0.2006,no
Sermon Bros,unknown,1847,1,1,1815.4,0.2006,no
Tho Nelson & Son,unknown,1857,1,1,207.9,0.2006,no
William Audlace & Sons,unknown,1857,1,1,322.0,0.2006,no
S Ulwich Son & D,unknown,1847,1,1,900.4,0.2006,no
Sam Parker,unknown,1847,1,1,662.7,0.2006,no
"Puice, Coken & Co",unknown,1866,1,1,2704.4,0.2006,no
W Wausay,unknown,1847,1,1,484.2,0.2006,no
S Vander Willigen,unknown,1857,1,1,1756.3,0.2006,no
S Willyams & Co,unknown,1847,1,1,3262.7,0.2006,no
S. Lewis & Sons,unknown,1866,1,1,402.7,0.2006,no
"Pye, Field & Tanqueray",unknown,1866,1,1,2758.9,0.2006,no
William Kleen,unknown,1847,1,1,0.0,0.2006,no
William Clowes & Sons,unknown,1857,1,1,3436.4,0.2006,no
Smabourne & Bell,unknown,1847,1,1,0.0,0.2006,no
S Jacobson,unknown,1847,1,1,567.4,0.2006,no
S A Moore & Others,unknown,1857,1,1,198.4,0.2006,no
Sinclair Hamilton & Co,unknown,1857,1,1,1268.7,0.2006,no
Sinckin & Buck,unknown,1847,1,1,775.2,0.2006,no
Rauson Norton & Co,unknown,1847,1,1,0.0,0.2006,no
Shreatfeild L & Codo,unknown,1847,1,1,1506.0,0.2006,no
Williamson,unknown,1847,1,1,606.7,0.2006,no
Sheen & Leary,unknown,1847,1,1,3291.8,0.2006,no
R F & R Swift,unknown,1857,1,1,0.0,0.2006,no
William Nansey,unknown,1847,1,1,0.0,0.2006,no
W. Hi & Andrew Form,unknown,1857,1,1,1937.2,0.2006,no
Rt Saunders,unknown,1857,1,1,0.0,0.2006,no
Tho Thomasset,unknown,1847,1,1,1140.0,0.2006,no
Tho Husband & Co,unknown,1857,1,1,1039.5,0.2006,no
Saman & Audont,unknown,1847,1,1,174.8,0.2006,no
O. Roberts & Son,unknown,1866,1,1,3689.5,0.2006,no
Tandel + Phillips,unknown,1857,1,1,3047.6,0.2006,no
Rob & Hunter,unknown,1847,1,1,113.4,0.2006,no
T. O. Stock & Co,unknown,1866,1,1,0.0,0.2006,no
P Edwards,unknown,1847,1,1,0.0,0.2006,no
White H,unknown,1847,1,1,1096.8,0.2006,no
T+D Henry,unknown,1847,1,1,0.0,0.2006,no
P Howard,unknown,1857,1,1,1039.5,0.2006,no
R Knaphill,unknown,1847,1,1,0.0,0.2006,no
T Walker WW,unknown,1847,1,1,1628.0,0.2006,no
T Scott,unknown,1857,1,1,711.6,0.2006,no
T Lawnde & Co,unknown,1857,1,1,701.2,0.2006,no
T Knaus & Co,unknown,1866,1,1,330.9,0.2006,no
T H Biggs,unknown,1857,1,1,79.4,0.2006,no
Tannvaco M & Co,unknown,1847,1,1,2704.7,0.2006,no
Tavell Beddone & Co,unknown,1857,1,1,1029.1,0.2006,no
S. Rich,unknown,1866,1,1,828.0,0.2006,no
Walford Fairer & Harrison,unknown,1857,1,1,4386.8,0.2006,no
Tevan Kamon + Tevan,unknown,1857,1,1,636.9,0.2006,no
Taylor & Whalley,unknown,1866,1,1,3290.0,0.2006,no
Tevan Kamm Tevan,unknown,1857,1,1,930.8,0.2006,no
White Greenwell,unknown,1847,1,1,697.1,0.2006,no
Teument & Co,unknown,1857,1,1,283.5,0.2006,no
Rob Clouter,unknown,1847,1,1,786.2,0.2006,no
W Bamondi,unknown,1857,1,1,1074.5,0.2006,no
W Anderson Haut & Co,unknown,1857,1,1,1890.0,0.2006,no
Thomas Leamer,unknown,1857,1,1,392.4,0.2006,no
Tho Frefor,unknown,1857,1,1,372.3,0.2006,no
Rehdi & Baldermann,unknown,1857,1,1,3670.8,0.2006,no
Thomas Walton,unknown,1857,1,1,166.5,0.2006,no
Wesainder & Co,unknown,1847,1,1,1900.0,0.2006,no
Rawlandson V A,unknown,1847,1,1,277.4,0.2006,no
Abm Bish,unknown,1847,1,1,0.0,0.2006,no
Vander Willigen Simon,unknown,1866,1,1,1445.3,0.2006,no
A & N Nicholls,unknown,1847,1,1,127.3,0.2006,no
"Unwick, Son & D",unknown,1847,1,1,1017.8,0.2006,no
Unwick Son & Co,unknown,1847,1,1,1608.4,0.2006,no
Reake & Grove,unknown,1847,1,1,1229.1,0.2006,no
Redo Doofson & Co,unknown,1847,1,1,0.0,0.2006,no
W & C Volckman,unknown,1847,1,1,307.2,0.2006,no
Udall John,unknown,1847,1,1,689.7,0.2006,no
Tw Madley & Co,unknown,1857,1,1,1083.9,0.2006,no
W & H Braud & Co,unknown,1857,1,1,2650.5,0.2006,no
Tuichaw Leatson P & Co,unknown,1857,1,1,2138.5,0.2006,no
Ralli & Co,unknown,1847,1,1,1140.0,0.2006,no
Neacher & Co,unknown,1847,1,1,380.0,0.2006,no
Raff. Bascones,unknown,1866,1,1,1628.4,0.2006,no
Tj Van Yellen Of Bauks,unknown,1857,1,1,47.2,0.2006,no
Till & Flegor,unknown,1857,1,1,592.5,0.2006,no
Tiedenick Tatt,unknown,1857,1,1,283.5,0.2006,no
Tho Hodgkinson & Co,unknown,1857,1,1,472.5,0.2006,no
Schaezleil,unknown,1847,1,1,807.5,0.2006,no
A. M. Peebler & Son,unknown,1866,1,1,650.5,0.2006,no
Samer Ward,unknown,1847,1,1,1973.8,0.2006,no
H D Tho,unknown,1847,1,1,718.2,0.2006,no
Jnr J H Pelly,unknown,1847,1,1,1410.0,0.2006,no
Jnr Dowson & Co,unknown,1847,1,1,2748.7,0.2006,no
Jno Williams & Sons,unknown,1847,1,1,619.7,0.2006,no
H. Varasseus,unknown,1866,1,1,695.6,0.2006,no
Jno McCulcheon,unknown,1847,1,1,0.0,0.2006,no
H. & J. Johnson & Co,unknown,1857,1,1,480.2,0.2006,no
H White & Co,unknown,1866,1,1,3246.6,0.2006,no
John Brudertt Co,unknown,1847,1,1,0.0,0.2006,no
John Courtenay,unknown,1857,1,1,2511.9,0.2006,no
H C & Cabe,unknown,1857,1,1,465.0,0.2006,no
John Pickergsill & Son,unknown,1847,1,1,4000.6,0.2006,no
H Eubank,unknown,1847,1,1,0.0,0.2006,no
John Kendall,unknown,1847,1,1,681.3,0.2006,no
H G Buchler & Co,unknown,1847,1,1,402.6,0.2006,no
John Lias & Son,unknown,1847,1,1,214.7,0.2006,no
John Leltham & Co,unknown,1847,1,1,2366.8,0.2006,no
H & W Treygon,unknown,1847,1,1,186.2,0.2006,no
H H Willis,unknown,1847,1,1,0.0,0.2006,no
John Kelsey,unknown,1847,1,1,43.7,0.2006,no
John Keay Sons Co,unknown,1866,1,1,377.9,0.2006,no
H Hillby & Sons,unknown,1866,1,1,0.0,0.2006,no
H Huith,unknown,1857,1,1,1179.4,0.2006,no
H Joey,unknown,1847,1,1,126.6,0.2006,no
Anderson & Cathay,unknown,1847,1,1,2423.4,0.2006,no
Jnr Main,unknown,1847,1,1,1422.2,0.2006,no
H. J. V. Greenway,unknown,1866,1,1,95.9,0.2006,no
Jnr Preskoick & Co,unknown,1847,1,1,420.5,0.2006,no
Jns Angus,unknown,1847,1,1,0.0,0.2006,no
Prior & Son Co,unknown,1847,1,1,3311.7,0.2006,no
J R Glesias,unknown,1847,1,1,376.0,0.2006,no
Joshua Jornalvico,unknown,1857,1,1,44.4,0.2006,no
Frederick Smee,unknown,1866,1,1,65.8,0.2006,no
John Schneider & Co,unknown,1857,1,1,0.0,0.2006,no
Freinn Kennedy Percival (?),unknown,1857,1,1,921.2,0.2006,no
Front Co,unknown,1847,1,1,2896.9,0.2006,no
Josh & Holl & Co,unknown,1847,1,1,704.9,0.2006,no
G A & J Swann,unknown,1847,1,1,423.0,0.2006,no
G C Boy & Co,unknown,1847,1,1,3378.2,0.2006,no
Joseph Preckorch & Co,unknown,1847,1,1,2137.5,0.2006,no
G F Allcock,unknown,1847,1,1,362.9,0.2006,no
Joseph Holl & Co,unknown,1847,1,1,0.0,0.2006,no
Josh Dawson & Co,unknown,1847,1,1,2609.6,0.2006,no
Judun Joseph,unknown,1847,1,1,388.2,0.2006,no
John S Baike,unknown,1857,1,1,23.6,0.2006,no
H Bettle Parker Co,unknown,1847,1,1,673.7,0.2006,no
John Bowring,unknown,1847,1,1,2422.4,0.2006,no
H. A Joseph,unknown,1866,1,1,1128.0,0.2006,no
John Barelli,unknown,1857,1,1,1077.9,0.2006,no
Joane Jackson & Co,unknown,1857,1,1,1162.3,0.2006,no
Jns Rei,unknown,1847,1,1,399.9,0.2006,no
Jns Prishock & Co,unknown,1847,1,1,225.9,0.2006,no
H Thompson C C,unknown,1847,1,1,95.0,0.2006,no
Fred Fratt,unknown,1857,1,1,394.8,0.2006,no
Nash & Gurney,unknown,1847,1,1,22.1,0.2006,no
R J Bayshaw,unknown,1847,1,1,1890.0,0.2006,no
P. S. Galitti,unknown,1857,1,1,70.9,0.2006,no
??Se Sons & Co,unknown,1866,1,1,2325.9,0.2006,no
W Guitealfe,unknown,1847,1,1,1425.0,0.2006,no
Robt Beattey & Sons,unknown,1857,1,1,529.2,0.2006,no
Woolcombe & Co,unknown,1847,1,1,0.0,0.2006,no
Wm Clay & Son,unknown,1847,1,1,720.0,0.2006,no
W H & A Scott,unknown,1857,1,1,1472.0,0.2006,no
Parker Son & Picktchef,unknown,1857,1,1,1206.7,0.2006,no
Womersley Burts,unknown,1847,1,1,427.5,0.2006,no
W Hunt & Co,unknown,1866,1,1,1598.0,0.2006,no
Parkinson & Dilchick,unknown,1857,1,1,932.7,0.2006,no
William,unknown,1847,1,1,1680.8,0.2006,no
William Chevyt & Co,unknown,1857,1,1,948.5,0.2006,no
Summers & Son,unknown,1847,1,1,96.9,0.2006,no
A Goldson,unknown,1847,1,1,0.0,0.2006,no
W H Cox & Sons,unknown,1857,1,1,2914.6,0.2006,no
T . O. Stock & Co,unknown,1866,1,1,2350.0,0.2006,no
A Lewis,unknown,1847,1,1,0.0,0.2006,no
Sivendell & Baukland,unknown,1857,1,1,756.0,0.2006,no
William Burnside,unknown,1857,1,1,2177.4,0.2006,no
S Phillips & Co,unknown,1847,1,1,0.0,0.2006,no
W T Fasn,unknown,1847,1,1,623.6,0.2006,no
A Pollack Erben,unknown,1847,1,1,1079.2,0.2006,no
W Cofser & Son,unknown,1847,1,1,1326.3,0.2006,no
Parner Sons & Pictoned,unknown,1857,1,1,1606.5,0.2006,no
Robinson & Brooking,unknown,1847,1,1,1303.9,0.2006,no
Srordet M Co,unknown,1847,1,1,1931.6,0.2006,no
Willyams & Co,unknown,1847,1,1,3162.0,0.2006,no
Stinton Bard & Co,unknown,1857,1,1,904.4,0.2006,no
Perram Jas,unknown,1847,1,1,347.5,0.2006,no
Pesk Hooie,unknown,1857,1,1,472.5,0.2006,no
Pesta Movie,unknown,1857,1,1,614.2,0.2006,no
A Cose & Co,unknown,1857,1,1,3327.9,0.2006,no
Peter Rackshaw,unknown,1847,1,1,1870.0,0.2006,no
A Best,unknown,1847,1,1,306.3,0.2006,no
Steve Blas,unknown,1857,1,1,2693.2,0.2006,no
Peckanell Bros,unknown,1847,1,1,106.1,0.2006,no
Robert Nuter,unknown,1847,1,1,378.0,0.2006,no
A J Hill,unknown,1847,1,1,935.0,0.2006,no
W Lewell Co,unknown,1847,1,1,250.9,0.2006,no
A J Schleucher,unknown,1847,1,1,155.0,0.2006,no
Roryemon & Sons,unknown,1847,1,1,1606.5,0.2006,no
Spactati & Co,unknown,1847,1,1,2348.4,0.2006,no
Nate Linds,unknown,1866,1,1,0.0,0.2006,no
Soanes M J,unknown,1847,1,1,1358.0,0.2006,no
Snr Gillian & Co,unknown,1847,1,1,3536.7,0.2006,no
W Kindle,unknown,1857,1,1,688.0,0.2006,no
R Forte Swift,unknown,1857,1,1,0.0,0.2006,no
Rofus Bros,unknown,1847,1,1,440.9,0.2006,no
Stuart & Son Bros,unknown,1847,1,1,2727.1,0.2006,no
Union Smiths Bank Prescotts,clearing_or_joint_stock_bank,1914,1,68,274230.8,0.1938,no
London & Brazilian Bank,clearing_or_joint_stock_bank,1914,1,8,1745684.9,0.1882,no
Royal Bank Of Scotland,foreign_or_colonial_financial,1914,1,38,830776.0,0.1876,no
Banque Belge,unknown,1914,1,25,1069739.9,0.1848,no
Union Smiths Bk Ld,unknown,1914,1,35,667362.7,0.1827,no
Deutsche Bank,foreign_or_colonial_financial,1914,1,9,1321208.7,0.1806,no
Capital & Counties Bank Ltd,clearing_or_joint_stock_bank,1914,1,24,710577.2,0.1773,no
Credito Italiano,unknown,1914,1,15,862855.5,0.1752,no
Yokohama Bk Ltd,unknown,1914,1,7,1008933.2,0.1735,no
Union Bank Of Scotland Ltd,foreign_or_colonial_financial,1914,1,11,881278.0,0.1732,no
Standard Bk Of S.Africa,unknown,1914,1,17,619090.3,0.1716,no
Barclay & Co Ltd,clearing_or_joint_stock_bank,1914,1,33,125872.1,0.1711,no
National Bank Of Scotland,foreign_or_colonial_financial,1914,1,23,370236.9,0.1702,no
Guaranty Trust Co Of New York,unknown,1914,1,7,653935.3,0.1666,no
Agra & Mastermans Bank Limited,foreign_or_colonial_financial,1866,1,2,750000.0,0.1656,no
Cater Greenwell & Co,unknown,1914,1,9,526436.9,0.1653,no
Lon Provincial Bk,unknown,1914,1,24,74464.8,0.165,no
Banca Commerciale Italiana,unknown,1914,1,11,443935.0,0.1648,no
Lutgens & Ripley,unknown,1914,1,16,290912.8,0.1647,no
Bank Of Montreal,foreign_or_colonial_financial,1914,1,15,317947.0,0.1646,no
Barclay & Co,clearing_or_joint_stock_bank,1866,1,4,595188.2,0.1638,no
Union Bank Of Australia Ltd,clearing_or_joint_stock_bank,1914,1,14,284327.4,0.1634,no
British Bank Of Foreign Trade Ltd,clearing_or_joint_stock_bank,1914,1,9,401400.7,0.1629,no
James Burness & Sons,unknown,1914,1,8,426901.5,0.1628,no
Alliance Bank Limited,clearing_or_joint_stock_bank,1866,1,4,520000.0,0.1623,no
Martin'S Bank Ltd,clearing_or_joint_stock_bank,1914,1,15,175712.9,0.1619,no
Dresdner Bank,foreign_or_colonial_financial,1914,1,5,468421.2,0.1619,no
London County Bank,clearing_or_joint_stock_bank,1866,1,3,505035.2,0.1615,no
Manchester & Liverpool District Bkg Co Ltd,unknown,1914,1,7,358625.0,0.1609,no
John Boy & Co,unknown,1857,1,17,32305.7,0.1602,no
Williams Deacon'S Bank Ltd,clearing_or_joint_stock_bank,1914,1,10,213978.0,0.1598,no
Lon Lpool Bk Of Comce,unknown,1914,1,12,141767.5,0.1595,no
Swiss Bankverein,unknown,1914,1,5,346781.4,0.1595,no
Bank Of London Limited,clearing_or_joint_stock_bank,1866,1,2,430000.0,0.1594,no
Commercial Bank Of Scotland Ltd,foreign_or_colonial_financial,1914,1,9,198264.0,0.1589,no
Gust Roos & Co,unknown,1866,1,14,28939.5,0.1585,no
Robert Lawes & Co,unknown,1866,1,5,257800.0,0.1578,no
Chilian Gout,unknown,1914,1,1,364090.3,0.1576,no
Metrop Provincial Bank Limited,clearing_or_joint_stock_bank,1866,1,9,118475.7,0.1574,no
Robarts Lubbock Co,unknown,1914,1,5,196156.9,0.1566,no
Williams Overbury & Co,unknown,1866,1,10,42335.7,0.1565,no
Morrison Dillon & Co,unknown,1857,1,9,66708.9,0.1564,no
London Westminister Bank,clearing_or_joint_stock_bank,1866,1,1,300000.0,0.1564,no
Konig Bros,unknown,1914,1,3,233761.9,0.1562,no
The Bornes Co Limited,unknown,1866,1,5,168410.2,0.1561,no
Commercial Banking Co. Of Of Sydney Ltd,unknown,1914,1,5,161863.9,0.156,no
The City Bank,clearing_or_joint_stock_bank,1866,1,2,255049.2,0.156,no
H. Bath & Son,unknown,1866,1,9,34991.1,0.1558,no
Natl Bk Of Africa Ltd,unknown,1914,1,1,268612.5,0.1557,no
Sheppard Pelly & Co,unknown,1866,1,4,169500.0,0.1555,no
Josh Dodson,unknown,1847,1,9,8230.3,0.1553,no
Direction Der Discounts,unknown,1914,1,1,243103.1,0.1553,no
The London County Bank,clearing_or_joint_stock_bank,1866,1,1,239167.8,0.1552,no
Bank Of Wales,clearing_or_joint_stock_bank,1914,1,2,201077.9,0.155,no
Anglo Austrian Bank,foreign_or_colonial_financial,1914,1,2,186328.2,0.1547,no
National Bank Of Australasia,foreign_or_colonial_financial,1866,1,4,123339.9,0.1546,no
R Smith & Co,unknown,1857,1,6,53406.9,0.1544,no
J C Bailey,unknown,1857,1,3,135000.0,0.1543,no
Weston + Laurie,unknown,1857,1,6,49070.2,0.1543,no
J C Cummins,unknown,1847,1,7,18888.7,0.1543,no
Swayne & Bovill,unknown,1847,1,7,6360.0,0.1541,no
Duncan Fox & Co,unknown,1914,1,4,87687.8,0.154,no
Crawshay Bailey,unknown,1866,1,4,84394.7,0.1539,no
Edward Higgin & Co,unknown,1866,1,6,24208.2,0.1538,no
British Bank Of North America Ltd,clearing_or_joint_stock_bank,1914,1,4,80847.8,0.1538,no
Consolidated Bank Limited,clearing_or_joint_stock_bank,1866,1,2,131190.3,0.1537,no
A Pelly & Co,unknown,1857,1,6,15759.0,0.1537,no
J. R. Jaffray & Co,unknown,1866,1,6,15300.0,0.1537,no
H Moryssi Bro,unknown,1847,1,6,9004.5,0.1536,no
Thos Walker,unknown,1857,1,6,7750.8,0.1535,no
Oliver Worthington & Co,unknown,1847,1,6,4020.9,0.1535,no
Williams Deacon & Co On Each Of The Dudley + West Bromwich Co,clearing_or_joint_stock_bank,1857,1,3,90000.0,0.1534,no
Mildred Goyeneche & Co,unknown,1866,1,4,52289.4,0.1533,no
B. C. T. Gray & Son,unknown,1857,1,5,17564.4,0.1532,no
H. S. Lefevre & Co,unknown,1866,1,4,46328.4,0.1532,no
Spence Baggallay & Co,unknown,1857,1,5,17235.6,0.1532,no
Anglo Egyptian Bank Limited,foreign_or_colonial_financial,1866,1,3,79440.3,0.1532,no
Imp. Ottoman Government,unknown,1866,1,1,135000.0,0.1532,no
Dinsdale Drewell & Co,unknown,1857,1,2,101642.9,0.1531,no
East London Bank Limited,clearing_or_joint_stock_bank,1866,1,3,73178.1,0.1531,no
Charles Hemery,unknown,1866,1,5,12107.8,0.1531,no
P Mordon & Co,unknown,1866,1,5,8704.2,0.153,no
Lon: River Plate Bank Limited,clearing_or_joint_stock_bank,1866,1,2,99646.2,0.153,no
European Bank Limited,clearing_or_joint_stock_bank,1866,1,4,40655.8,0.153,no
Banca De Espana,unknown,1914,1,3,63926.4,0.1529,no
London Bank Of Australia Ltd,clearing_or_joint_stock_bank,1914,1,3,62004.6,0.1529,no
H & R Fowler,unknown,1866,1,4,22209.2,0.1527,no
John Pickersgill & Son,unknown,1857,1,4,20673.0,0.1527,no
C. Bailey,unknown,1866,1,3,50802.4,0.1527,no
R Cunliffes & Co,unknown,1857,1,3,46262.8,0.1526,no
English & Swedish Bank Limited,clearing_or_joint_stock_bank,1866,1,3,47062.3,0.1526,no
Anglo Italian Bank Limited,foreign_or_colonial_financial,1866,1,2,70000.0,0.1525,no
Benoliel Brothers,unknown,1857,1,4,9955.8,0.1525,no
Nestle Andreae & Co,unknown,1866,1,4,13840.2,0.1525,no
Bco & Del Rio De La Hala,unknown,1914,1,1,99407.0,0.1525,no
W McAndrew Sons,unknown,1847,1,4,7588.6,0.1524,no
Lambert Ridley & Co,unknown,1847,1,4,4709.9,0.1524,no
A Dalrymple,unknown,1847,1,4,4970.2,0.1524,no
Egyptian Commercial Trading Coy,unknown,1866,1,3,35028.9,0.1524,no
Aberdare Iron Co.,industrial_or_commercial,1866,1,2,66444.3,0.1524,no
Walhampton & Staffordshire,unknown,1857,1,1,91579.5,0.1523,no
National Bank Of New Zealand,clearing_or_joint_stock_bank,1914,1,1,85217.8,0.1522,no
C David & Co,unknown,1857,1,3,19557.0,0.1521,no
Fore Street Warehouse & Co Limited,unknown,1866,1,2,47334.4,0.152,no
Cj Hamlin & Sons,unknown,1857,1,2,44622.0,0.152,no
R & H Green,unknown,1866,1,3,17613.9,0.152,no
Gilmour Rankin Strong & Co,unknown,1857,1,3,9890.4,0.1519,no
Mccalmont Bros & Co,unknown,1866,1,2,42273.0,0.1519,no
Ebbw Vale & Co,unknown,1857,1,2,34500.0,0.1518,no
Craster Humble & Son,unknown,1847,1,3,5836.4,0.1518,no
M J de Lizardi,unknown,1847,1,3,7364.9,0.1518,no
C Tottie & Son,unknown,1847,1,3,7657.3,0.1518,no
English Scottish & Australian Bank Limited,clearing_or_joint_stock_bank,1866,1,2,37000.0,0.1518,no
Argenti S & Co,unknown,1847,1,3,4643.2,0.1518,no
G. J. Smith For The Shropshire Banking Coy,unknown,1866,1,2,35602.7,0.1518,no
Heilbut Symons & Co,unknown,1914,1,1,64698.8,0.1518,no
London County Bank For The Midland Bank,clearing_or_joint_stock_bank,1866,1,1,55000.0,0.1516,no
Crowsley Bailey,unknown,1866,1,2,23299.2,0.1516,no
Price & Co For The Bedford,unknown,1866,1,1,52116.3,0.1516,no
T. A. Hawkey,unknown,1866,1,2,27000.0,0.1516,no
William Deacon & Co For The Northampton Union Bank,clearing_or_joint_stock_bank,1866,1,1,46322.1,0.1515,no
Jroing Ellsworth & Adams,unknown,1857,1,2,17148.6,0.1515,no
Jno Shield & Co,unknown,1847,1,2,18204.0,0.1515,no
J C Im Thuru & Co,unknown,1857,1,2,16755.3,0.1514,no
Cuadra Romero,unknown,1857,1,2,12015.7,0.1514,no
Rhymney Iron & Co,industrial_or_commercial,1866,1,2,12067.9,0.1514,no
Palmer Mackillop Dent & Co,unknown,1857,1,1,45000.0,0.1514,no
John Ranking & Co,unknown,1857,1,2,13837.5,0.1514,no
Joseph Richard,unknown,1866,1,2,16241.8,0.1514,no
The International Bank,clearing_or_joint_stock_bank,1866,1,2,17055.0,0.1514,no
A. Grant Son & Co,unknown,1866,1,2,9144.9,0.1513,no
Dwindale & Ho,unknown,1866,1,1,40000.0,0.1513,no
I & E Corderoy & Co,unknown,1866,1,2,8836.2,0.1513,no
G. Hitchcock Williams & Co,unknown,1866,1,2,8791.2,0.1513,no
British Honduras Coy Limited,unknown,1866,1,2,11000.0,0.1513,no
W H Cox & Co,unknown,1857,1,2,10938.6,0.1513,no
Carneille David & Co,unknown,1857,1,2,11557.8,0.1513,no
James Pin & Co,unknown,1866,1,2,9758.7,0.1513,no
C. Candy & Co,unknown,1866,1,2,8487.9,0.1513,no
Provincial Bank & Corp Limited,clearing_or_joint_stock_bank,1866,1,2,9373.5,0.1513,no
John Torrance,unknown,1866,1,2,9725.0,0.1513,no
J & H Taylor,unknown,1847,1,2,8594.0,0.1513,no
The Oriental Br Corps,unknown,1857,1,1,34380.0,0.1512,no
John Clifford,unknown,1847,1,2,4842.0,0.1512,no
Frullen Baubury & Co,unknown,1866,1,1,35686.8,0.1512,no
Albert Pelly & Co,unknown,1847,1,2,4931.3,0.1512,no
Tjas + Robinson W Ebbie Rale Co,unknown,1857,1,1,31500.0,0.1512,no
D A Scanavi,unknown,1847,1,2,5476.8,0.1512,no
The European Bank,clearing_or_joint_stock_bank,1866,1,1,29100.6,0.1511,no
Keith Sands & Co,unknown,1857,1,1,30000.0,0.1511,no
The East London Bank Limited,clearing_or_joint_stock_bank,1866,1,1,28809.9,0.1511,no
J R Thomason & Co,unknown,1857,1,1,27000.0,0.1511,no
G. Credit & Finance Coy Limited,unknown,1866,1,1,22286.7,0.151,no
Edinburgh & Glasgow B,unknown,1847,1,1,23209.0,0.151,no
A. Ralli & Co,unknown,1866,1,1,23396.4,0.151,no
L Cohen,unknown,1857,1,1,23384.7,0.151,no
Josh Robinson + Ebbie Vale Co,unknown,1857,1,1,24300.0,0.151,no
Harvey & Hudsons,unknown,1866,1,1,17343.0,0.1509,no
Joseph Leese,unknown,1866,1,1,19000.0,0.1509,no
Darent & Co,unknown,1857,1,1,18309.6,0.1509,no
Cocker Biddulph & Co,unknown,1866,1,1,19000.0,0.1509,no
Bailey & Co To Afe Of Bailey,unknown,1866,1,1,18325.1,0.1509,no
"Randall, Wigan & Co",unknown,1866,1,1,20000.0,0.1509,no
J Bulk Son & Co,unknown,1857,1,1,9900.0,0.1508,no
Sims Willyams Nevill & Co,unknown,1857,1,1,8807.4,0.1508,no
J. Young Ehlers & Co,unknown,1866,1,1,9900.0,0.1508,no
J R Thomas & Co,unknown,1857,1,1,10800.0,0.1508,no
F Le Breton,unknown,1857,1,1,14292.0,0.1508,no
Crowns Agents For Colonies,unknown,1866,1,1,9000.0,0.1508,no
Pinto Leite & Brothers,unknown,1857,1,1,9224.1,0.1508,no
Truhling & Goschen,merchant_bank,1914,1,1,10412.9,0.1508,no
