counterparty_clean,actor_category,class_confidence,n_transactions,total_amount,crises
Carr & Hoare,unknown,0.2,4,5448.6,1866
F H & J J Wawn,unknown,0.2,6,5447.925,1847
Charles Rayne,unknown,0.2,6,5425.7,1866
Dawson Campbell & Co,unknown,0.2,5,5411.18,"1847,1857"
Fincham M & Co,unknown,0.2,4,5379.635,1847
Tanner & Ward,unknown,0.2,9,5377.014999999999,1847
W & J Kynaston,unknown,0.2,5,5366.59,1847
Pritchett & Sons,unknown,0.2,8,5356.52,1866
R Busch & Co,unknown,0.2,1,5333.58,1847
Duke & Hill,unknown,0.2,2,5330.43,1847
J Thomson T Brown & Co,unknown,0.2,1,5323.89,1847
Phillips Faithfull & Co,unknown,0.2,5,5320.13,1857
Bheonutt Booper & Co,unknown,0.2,3,5320.0,1914
N Anderson Son & Co,unknown,0.2,6,5308.535,1847
A. Salomons,unknown,0.2,3,5245.5,1866
Wm Oliver & Sons Ltd,unknown,0.2,2,5238.29,1914
Thomas Moore B L,unknown,0.2,3,5224.13,1847
Rofsetto C & Co,unknown,0.2,2,5224.12,1847
Smellgrove & Leach,unknown,0.2,2,5202.0,1866
Middleton Answorth & Co,unknown,0.2,2,5199.21,1866
A Jarohai,unknown,0.2,1,5197.5,1857
Buckler Woolbright,unknown,0.2,2,5173.275,1866
L J Entheren & Co,unknown,0.2,1,5145.2,1847
John Constable,unknown,0.2,5,5138.75,1847
Rouyemont Bros,unknown,0.2,3,5135.7,1847
D Lloyd,unknown,0.2,2,5115.285,1857
John Gladding & Son,unknown,0.2,18,5099.35,1866
Sillem & Co,unknown,0.2,1,5085.76,1866
C Armstrong,unknown,0.2,3,5045.025,1847
J Maurenbrecher & Co,unknown,0.2,2,5038.22,1857
Rob & Lowe & Co,unknown,0.2,1,5014.17,1847
H Ballin & Son,unknown,0.2,1,5000.0,1857
Brochellank & Ralt,unknown,0.2,1,4981.094999999999,1847
Josh Stuart & Son,unknown,0.2,6,4981.04,1847
Barber Bros,unknown,0.2,2,4972.6,1847
A Dalrymple,unknown,0.2,4,4970.23,1847
F Engelhardt,unknown,0.2,1,4940.1,1857
Albert Pelly & Co,unknown,0.2,2,4931.33,1847
Northumberland & Durham Coal,unknown,0.2,8,4906.98,1866
Gene Credit & Co Limited,unknown,0.2,1,4881.6,1866
Jon Hopkinson,unknown,0.2,4,4862.37,1847
Sanderson & Murray,bill_broker,0.85,3,4857.5599999999995,1866
"Hanson, Smiths & Stephens",unknown,0.2,3,4856.115,1866
E Bernouilli,unknown,0.2,6,4844.205,1857
John Clifford,unknown,0.2,2,4841.965,1847
J Foot & Son,unknown,0.2,5,4829.285,1857
S. Northcote & Co,unknown,0.2,4,4819.7,1866
C S Fowler,unknown,0.2,5,4799.145,1847
A F Schleicher,unknown,0.2,4,4795.64,"1847,1857"
T H Elmenhorst,unknown,0.2,1,4790.4400000000005,1847
W & A Daniels,unknown,0.2,3,4787.6,1847
Chas Coles Jnr,unknown,0.2,1,4787.37,1847
Ruck Fenwick & Ruck,unknown,0.2,2,4778.41,1857
Geo Gore & Co,unknown,0.2,1,4777.51,1857
Thos Pretu & Co,unknown,0.2,1,4752.0,1857
Ranson Co,unknown,0.2,1,4750.0,1847
Higginson & Co,unknown,0.2,1,4750.0,1914
Lambert Ridley & Co,unknown,0.2,4,4709.935,1847
Barry & Nephews,unknown,0.2,1,4700.0,1866
L. Brusewitz,unknown,0.2,1,4700.0,1866
Stephen Kennard & Co,unknown,0.2,1,4680.0,1866
J P Thol & Co,unknown,0.2,10,4677.535,1847
Britsh Linen Bank,clearing_or_joint_stock_bank,0.4,8,4664.5,1914
A Webber & Co,unknown,0.2,5,4661.8550000000005,1857
John Pickessgill & Sons,unknown,0.2,1,4661.1,1857
Argenti S & Co,unknown,0.2,3,4643.24,1847
A S Lavant & W,unknown,0.2,1,4642.75,1847
Cheswright S & Co,unknown,0.2,2,4637.345,1847
Guillaume Coster,unknown,0.2,1,4620.6,1866
Janner & Ward,unknown,0.2,2,4614.224999999999,1847
G S Cundell,unknown,0.2,5,4575.0,1847
Lupton Hooton & Co,unknown,0.2,2,4549.3949999999995,"1847,1857"
Warre Brothers,unknown,0.2,4,4545.58,1857
J Jacobson & Co,unknown,0.2,9,4542.54,1857
Allen & Solly,unknown,0.2,4,4535.75,"1847,1857"
"Wilson, Seward & Swale",unknown,0.2,4,4518.0,1857
R Real,unknown,0.2,2,4517.639999999999,1847
Morley & Powell,unknown,0.2,1,4509.179999999999,1866
W Berkefeld,unknown,0.2,1,4500.0,1857
James Cook & Co,unknown,0.2,1,4500.0,1857
Rodocanachi Sons & Co,unknown,0.2,3,4465.0,1914
Cattley & Stephenson,unknown,0.2,2,4435.549999999999,1847
Mac Intyre Buchanan & Co,unknown,0.2,6,4395.38,1857
Puzey Pallett & Co,unknown,0.2,4,4393.1,"1857,1866"
Walford Fairer & Harrison,unknown,0.2,1,4386.8099999999995,1857
Gunning & Duarell,unknown,0.2,3,4382.639999999999,1866
Alexs & Bell,unknown,0.2,1,4381.099999999999,1847
A Lindgren,unknown,0.2,2,4354.5599999999995,1847
Pickernell Bros,unknown,0.2,7,4334.4375,1847
Mme Cherry Co,unknown,0.2,1,4332.825,1857
Bautcher Baltimore,unknown,0.2,1,4331.88,1857
Walker,unknown,0.2,2,4329.37,1847
John Prince B S,unknown,0.2,18,4318.474999999999,1847
Kemp Stone & Co,unknown,0.2,2,4294.3,1866
Hocking Hitchock & Co,unknown,0.2,2,4293.58,1866
D Mattos & De Leon,unknown,0.2,1,4281.65,1847
Wr Crow & Son,unknown,0.2,1,4266.45,1914
Carliles Pittman & Co,unknown,0.2,4,4256.5375,1847
Neville Reid Prestwich & Co,unknown,0.2,2,4247.1,1857
Jno Cape,unknown,0.2,8,4209.0599999999995,1847
B Smith Greenwich,unknown,0.2,5,4197.7725,1847
C Coles Jnr,unknown,0.2,1,4172.4,1847
H Bucknall & Sons Ltd,unknown,0.2,1,4165.75,1914
Bambridge & Mews,unknown,0.2,1,4162.32,1847
Josh Anderson,unknown,0.2,1,4144.5,1857
Richard Johnson & Co,unknown,0.2,7,4131.455,"1847,1866"
Springfield Sons & Co,unknown,0.2,1,4125.6,1857
Fras Nalder & Son,unknown,0.2,3,4120.860000000001,1847
B. Tucker & Co,unknown,0.2,4,4112.5,1866
John Barelli & Co,unknown,0.2,5,4106.6,1866
Truman Hitchcock,unknown,0.2,1,4080.6,1857
Jomdes Co,unknown,0.2,1,4070.6099999999997,1847
T. Husband & Co,unknown,0.2,3,4057.12,1866
George Walker,unknown,0.2,3,4050.0,1866
Pidgeon H A S & H,unknown,0.2,1,4049.955,1847
Hawes Stanbridge & Hedley,unknown,0.2,5,4043.0,1857
Escourt & Stanley,unknown,0.2,4,4033.525,1866
Sevayne & Bowell,unknown,0.2,1,4033.28,1847
Oliver Worthington & Co,unknown,0.2,6,4020.885,1847
Thomas Walker,unknown,0.2,3,4010.8199999999997,1866
Brandram Bros,unknown,0.2,3,4007.89,1847
DeVANS,unknown,0.2,1,4006.9775,1847
John Pickergsill & Son,unknown,0.2,1,4000.64,1847
Balfour Joseph,unknown,0.2,4,3998.9424999999997,1847
Mothay & Co,unknown,0.2,1,3971.95,1847
Hit Dellators,unknown,0.2,1,3964.2749999999996,1857
J Hart & Son,unknown,0.2,1,3940.4799999999996,1847
J+G Boyd & Co,unknown,0.2,1,3937.4649999999997,1847
Walter Howell & Co,unknown,0.2,18,3930.145,1847
John Fore & Co,unknown,0.2,2,3919.59,1857
J & C Ratliff,unknown,0.2,2,3907.965,1847
Havenith & Co,unknown,0.2,1,3870.0,1857
"Bidgood, Jones & Wilson",unknown,0.2,2,3865.58,1866
C. H. Noble,unknown,0.2,4,3846.2200000000003,1866
Cunliffe Bros,unknown,0.2,1,3841.7999999999997,1914
Jw Silmer & Co,unknown,0.2,1,3821.58,1857
Luckie Brothers & Co,unknown,0.2,8,3811.9224999999997,"1857,1866"
Henckell Du Buisson & Co,unknown,0.2,1,3807.0,1866
"Dunbar, Dicksons & Co",unknown,0.2,2,3806.26,1866
Lroving Ebsworth & Co,unknown,0.2,1,3794.0800000000004,1857
Howe & Sons,unknown,0.2,4,3790.0049999999997,1847
E. Higgin & Co,unknown,0.2,2,3780.0,1866
C H Olivier,unknown,0.2,5,3743.96,1857
S W Silver & Co,unknown,0.2,1,3716.1,1857
H Davies,unknown,0.2,4,3703.95,1857
O. Roberts & Son,unknown,0.2,1,3689.5,1866
S Block & Son,unknown,0.2,1,3680.0,1847
Rehdi & Baldermann,unknown,0.2,1,3670.8,1857
Gould Dowre & M,unknown,0.2,1,3670.7,1847
Lengerke Caesar,unknown,0.2,1,3645.9,1857
J H Randall,unknown,0.2,3,3632.38,1857
J Main Sons & Co,unknown,0.2,2,3622.59,1857
T. De La Rue & Co,unknown,0.2,3,3610.05,1866
Wienholt Wehmer & Co,unknown,0.2,1,3591.0,1857
Culverwell Brooks Co,unknown,0.2,1,3589.0,1914
J Usbounr J M,unknown,0.2,1,3583.855,1847
Samuel Magnus,unknown,0.2,6,3565.47,1866
Beverington Norris,unknown,0.2,1,3548.7000000000003,1857
Green Humphry & Co,unknown,0.2,3,3546.83,1866
Snr Gillian & Co,unknown,0.2,1,3536.725,1847
T De La Rue & Co,unknown,0.2,5,3531.59,1847
C Sparks,unknown,0.2,4,3527.2099999999996,1847
T. Hubbuck & Son Ltd,unknown,0.2,2,3522.6,1914
Brown & Laws,unknown,0.2,2,3507.3,1866
John Hugher & Co,unknown,0.2,6,3504.06,1866
Adamson & Ronaldson,unknown,0.2,7,3492.03,1866
G & J Prince,unknown,0.2,3,3485.67,1857
S Swownell & Son,unknown,0.2,5,3442.845,1857
Blogg Vellantini,unknown,0.2,1,3442.53,1857
William Clowes & Sons,unknown,0.2,1,3436.355,1857
Field & Sons,unknown,0.2,2,3428.24,1866
Hall & Nuttall,unknown,0.2,9,3410.02,1866
Thomas Seamer & Son,unknown,0.2,6,3384.15,1866
G C Boy & Co,unknown,0.2,1,3378.155,1847
Boyson & Hoyer,unknown,0.2,2,3367.5525000000002,1847
R Chuter,unknown,0.2,4,3338.02,1847
Josh Prestwich & S,unknown,0.2,9,3333.675,1847
A Cose & Co,unknown,0.2,1,3327.87,1857
Learidge Smith,unknown,0.2,4,3322.9449999999997,1847
J Montefiore & Son,unknown,0.2,3,3316.27,1847
Prior & Son Co,unknown,0.2,1,3311.7,1847
J W Courtman,unknown,0.2,1,3306.0,1847
John Boulcott & Co,unknown,0.2,8,3298.275,1847
Sheen & Leary,unknown,0.2,1,3291.75,1847
Taylor & Whalley,unknown,0.2,1,3290.0,1866
George Routledge & Son,unknown,0.2,7,3265.93,1866
S Willyams & Co,unknown,0.2,1,3262.74,1847
L Goddard Finch & Co,unknown,0.2,6,3247.76,1857
H White & Co,unknown,0.2,1,3246.6299999999997,1866
N. C. Frank & Sons,unknown,0.2,3,3243.81,1866
E. H. Keeling & Son,unknown,0.2,1,3225.14,1866
W. Ewart & Son Ltd,unknown,0.2,1,3224.2999999999997,1914
B Leloa & Son,unknown,0.2,1,3218.6699999999996,1847
Swindell & Bankhead,unknown,0.2,5,3190.65,1857
M Kinsey,unknown,0.2,11,3175.8125,1847
W.H. Cox & Co,unknown,0.2,1,3171.6,1866
L Spartali & L,unknown,0.2,1,3163.5,1847
Willyams & Co,unknown,0.2,1,3162.0,1847
Alex Crowe & Co,unknown,0.2,3,3156.76,1847
Ps Galatti,unknown,0.2,4,3156.3,1857
J. H. Mackenzie,unknown,0.2,1,3150.0,1866
Lister & Biggs,unknown,0.2,9,3147.995,1866
W Smee & Sons,unknown,0.2,3,3144.7650000000003,1857
Joseph Bridgett & Co,unknown,0.2,1,3143.7000000000003,1866
J T Sines & Co,unknown,0.2,1,3129.2599999999998,1847
L Engstrom Neame & Co,unknown,0.2,1,3110.52,1857
L Bisset & Co,unknown,0.2,2,3109.05,1857
Venables Wilson & Co,unknown,0.2,3,3100.5750000000003,1847
E Girdham & Co,unknown,0.2,4,3086.02,1866
W Hinkes Cay & Co,unknown,0.2,1,3085.2000000000003,1866
Stoman & Co,unknown,0.2,1,3085.2000000000003,1866
N Daniels,unknown,0.2,1,3078.5,1847
R + Paul,unknown,0.2,2,3071.7,1857
J. Defries & Sons,unknown,0.2,6,3069.7799999999997,1866
W J Fraser,unknown,0.2,7,3059.625,1847
Mason & Taylor,unknown,0.2,7,3050.1450000000004,1847
Tandel + Phillips,unknown,0.2,1,3047.625,1857
Bedell Prior & Co,unknown,0.2,4,3042.9,1866
G Johnson & Co,unknown,0.2,3,3039.7200000000003,1847
G Costen,unknown,0.2,1,3018.6,1866
Moris Ashby Ltd,unknown,0.2,1,3011.765,1914
Mepen & Co,unknown,0.2,1,3010.77,1847
F. Bowes & Co,unknown,0.2,1,3000.0,1866
Hoine Wahney,unknown,0.2,1,2976.75,1857
Wf Moore,unknown,0.2,4,2958.62,1857
L Harris & Sons,unknown,0.2,1,2956.9049999999997,1847
Jnr Leas & Son,unknown,0.2,2,2947.66,1847
J T Bells & Co,unknown,0.2,2,2941.3199999999997,1847
W Wansey,unknown,0.2,15,2937.7275,1847
W & J Lowndes & Co,unknown,0.2,3,2927.64,1847
J Woaker Callety,unknown,0.2,1,2922.46,1847
W H Cox & Sons,unknown,0.2,1,2914.62,1857
Jnr Miefro Co,unknown,0.2,1,2913.75,1847
Rowley & Co,unknown,0.2,2,2912.49,1847
Wm Norton Yates Lombard St,unknown,0.2,1,2905.1,1914
Joseph Balfour,unknown,0.2,1,2900.0,1866
Front Co,unknown,0.2,1,2896.875,1847
Gallespie M C,unknown,0.2,1,2880.0,1847
Lapton Hootond & Co,unknown,0.2,2,2867.13,1857
L Engstown L & Co,unknown,0.2,1,2862.35,1847
Wm Lymington & Co,unknown,0.2,1,2853.7999999999997,1914
E. & I. Vickers & Co,unknown,0.2,5,2850.73,1857
Jameson M & M,unknown,0.2,1,2850.0,1847
I Isaacs,unknown,0.2,3,2847.2200000000003,1857
Mata,unknown,0.2,1,2835.0,1847
Arthur Lewis,unknown,0.2,2,2835.0,1847
Favell Beddome & Co,unknown,0.2,2,2829.555,1857
W Clowes & Co,unknown,0.2,2,2823.3999999999996,1847
Thomas Prehn,unknown,0.2,1,2820.0,1847
Teede & Bishop,unknown,0.2,6,2817.935,1866
James Anderson & Co,unknown,0.2,4,2815.0,"1857,1866"
John Haurie Nephew,unknown,0.2,3,2813.4,1866
J W Liggins,unknown,0.2,4,2801.8599999999997,1847
H Bull Son & Co,unknown,0.2,5,2796.17,1847
Bennock & Twentyman,unknown,0.2,1,2793.375,1847
Eyre & Spottiswoode,unknown,0.2,4,2768.7,1866
"Porter, Schlusser & Co",unknown,0.2,2,2760.0,1866
"Pye, Field & Tanqueray",unknown,0.2,1,2758.8999999999996,1866
Jnr Dowson & Co,unknown,0.2,1,2748.6975,1847
Stuart & Son Bros,unknown,0.2,1,2727.0899999999997,1847
Hanson Smiths & Stevens,unknown,0.2,1,2725.2000000000003,1857
Thomas Severs,unknown,0.2,3,2723.4425,1847
James Dicke,unknown,0.2,1,2721.6,1847
Yeames Lander & Co,unknown,0.2,1,2718.9,1857
Saplding & Hodge,unknown,0.2,2,2707.665,1847
Tannvaco M & Co,unknown,0.2,1,2704.7000000000003,1847
"Puice, Coken & Co",unknown,0.2,1,2704.3799999999997,1866
E. Tetley & Son,unknown,0.2,8,2700.88,1866
Steve Blas,unknown,0.2,1,2693.25,1857
F. Horne & Co,unknown,0.2,1,2687.4,1866
Rob Muter,unknown,0.2,3,2684.0,1847
Tevan Kamon & Son,unknown,0.2,2,2678.13,1857
It Tixcsen & Co,unknown,0.2,2,2669.625,1857
Prestwich J & Co,unknown,0.2,6,2669.45,1847
Rogers Bros,unknown,0.2,7,2657.1974999999998,1847
W & H Braud & Co,unknown,0.2,1,2650.5,1857
William Andew & Sons,unknown,0.2,1,2646.9,1857
Ew Fernie,unknown,0.2,2,2642.4,1857
Isaac Jacobson,unknown,0.2,7,2632.75,1847
Longton & Ricknell,unknown,0.2,1,2625.35,1847
Ditchburn & Mare,unknown,0.2,3,2622.5999999999995,1847
Cripps & Starkey,unknown,0.2,2,2621.16,1857
J & N Smith,unknown,0.2,2,2611.925,1847
Josh Dawson & Co,unknown,0.2,1,2609.585,1847
J & W Hoolon,unknown,0.2,3,2599.9049999999997,1847
S. W. Silver & Co,unknown,0.2,2,2599.1,1866
R. Johnson & Co,unknown,0.2,5,2588.68,1866
L Walker W W,unknown,0.2,1,2565.0,1847
Edward Corry,unknown,0.2,2,2565.0,1866
John Goie & Co,unknown,0.2,2,2564.56,1857
David Lloyd & Co,unknown,0.2,2,2563.6,1866
Wm Rivet & Sons Ltd,unknown,0.2,1,2558.35,1914
Hicks Baylis & Hicks,unknown,0.2,1,2552.4449999999997,1857
Bidgorddons & Co,unknown,0.2,2,2545.335,1857
W Speir & Co,unknown,0.2,2,2531.42,1847
Standring Brothers,unknown,0.2,3,2530.8,1857
S. H. Lucas & Son,unknown,0.2,1,2527.2000000000003,1866
John Courtenay,unknown,0.2,1,2511.93,1857
Shropshire Bank Coy ( To The Afe Of G. J. Smith ),clearing_or_joint_stock_bank,0.4,1,2495.7000000000003,1866
Walker Howell & Co,unknown,0.2,3,2477.7,1857
P Davey & Sons,unknown,0.2,3,2475.265,1857
W Learmouth & Co,unknown,0.2,3,2462.7,1847
C T Miller & Sons,unknown,0.2,2,2452.2000000000003,1847
Bandier Tobias & Co,unknown,0.2,1,2436.21,1857
Geo Stevenson & Sons,unknown,0.2,1,2425.92,1847
Anderson & Cathay,unknown,0.2,1,2423.4375,1847
John Bowring,unknown,0.2,1,2422.36,1847
Lut & George,unknown,0.2,1,2417.4,1857
Southall & Ponsford,unknown,0.2,2,2417.395,1857
"Judah, Hart & Co",unknown,0.2,2,2414.43,1866
Hore + Gifford,unknown,0.2,3,2388.745,1857
Burr Brother & Co,unknown,0.2,2,2388.54,1866
Koebel Jameson & Co,unknown,0.2,2,2385.0,1866
James Scott & Son,unknown,0.2,1,2381.64,1866
C Humble & Son,unknown,0.2,3,2380.5525,1847
H Williamns & Co,unknown,0.2,1,2375.1,1857
Engstom L Co,unknown,0.2,1,2371.0049999999997,1847
Josh Reid,unknown,0.2,5,2369.82,1847
John Leltham & Co,unknown,0.2,1,2366.7999999999997,1847
Brien & Parker,unknown,0.2,13,2365.6,1857
Caran Bros,unknown,0.2,1,2362.5,1847
N Nicholls & Sons,unknown,0.2,4,2359.8075,1857
W. H. Hindley,unknown,0.2,2,2358.46,1866
J H Noding,unknown,0.2,3,2350.73,1847
T . O. Stock & Co,unknown,0.2,1,2350.0,1866
Henry Caylay Co,unknown,0.2,1,2350.0,1847
Spactati & Co,unknown,0.2,1,2348.4,1847
H.C. Heut,unknown,0.2,1,2345.2999999999997,1866
Ben Smith D. Co,unknown,0.2,1,2343.75,1847
Alex,unknown,0.2,1,2343.6,1847
Henry Dresser & Co,unknown,0.2,1,2340.9,1857
Ashby Morris Ltd,unknown,0.2,1,2335.7599999999998,1914
Thomas Ainsworth,unknown,0.2,1,2334.6,1866
Closley Vepher & Co,unknown,0.2,1,2332.2599999999998,1857
Swonnell Samuel & Son,unknown,0.2,2,2327.37,1866
??Se Sons & Co,unknown,0.2,1,2325.93,1866
Rikiue Bros,unknown,0.2,1,2319.975,1847
Joseph Tetley & Co,unknown,0.2,3,2316.6000000000004,1866
F Giesler & Co,unknown,0.2,2,2312.0,1847
Doggett,unknown,0.2,1,2301.225,1847
F E Blatspiel,unknown,0.2,1,2299.2,1847
Pike Leake & Co,unknown,0.2,1,2296.65,1857
Wm Hooten Yates,unknown,0.2,2,2290.45,1914
Jno Kendall,unknown,0.2,2,2287.125,1847
C Faintling,unknown,0.2,2,2272.5,1857
Thomas Southey & Son,unknown,0.2,1,2256.0,1847
J. B. Elin,unknown,0.2,1,2250.0,1866
A. Wehmes,unknown,0.2,2,2245.0,1866
Janner & Son,unknown,0.2,1,2240.02,1847
Stephen Evans & Co,unknown,0.2,3,2232.4399999999996,1866
Seys Mason & Co,unknown,0.2,2,2229.84,1847
Coles Child & Co,unknown,0.2,3,2224.565,1847
W Cann,unknown,0.2,4,2213.585,1847
J Clark B S,unknown,0.2,6,2209.165,1847
E & G Hibbert,unknown,0.2,8,2204.935,1847
James Mills,industrial_or_commercial,0.6,4,2199.7799999999997,1866
C. Lloyd & Co,unknown,0.2,1,2192.08,1866
W. Mepzstein,unknown,0.2,1,2190.6,1866
Pye Field & Tanqueray,unknown,0.2,1,2186.1,1857
Locke Lanccaster W W R Johnson Sons Ltd,unknown,0.2,2,2184.05,1914
William Burnside,unknown,0.2,1,2177.4300000000003,1857
F Nalker & Co,unknown,0.2,1,2171.7,1847
R W Kein & Co,unknown,0.2,2,2162.9300000000003,1857
Thackrah L & Co,unknown,0.2,2,2160.27,1847
T M Waters,unknown,0.2,3,2152.42,1857
John Reay Sons & Co,unknown,0.2,3,2149.1,1857
Parker Hine & Co,unknown,0.2,3,2146.8599999999997,1857
W.R.Crow & Son,unknown,0.2,1,2146.0499999999997,1914
Tuichaw Leatson P & Co,unknown,0.2,1,2138.535,1857
Joseph Preckorch & Co,unknown,0.2,1,2137.5,1847
H Lancaster & Bull,unknown,0.2,3,2135.475,1857
Burdon & Gray,unknown,0.2,17,2119.265,1847
Paul & Dastis,unknown,0.2,3,2113.1549999999997,1847
M. Z. Just & Co,unknown,0.2,1,2102.4,1866
J+A Crocker,unknown,0.2,1,2100.9225,1847
G. Andreae & Co,unknown,0.2,2,2092.5,1866
Blogg + Martin,unknown,0.2,1,2082.6,1857
Hellertwaag Russel,unknown,0.2,1,2079.5499999999997,1914
Chester & Co,unknown,0.2,1,2078.055,1847
Jersey Banking Coy,unknown,0.2,1,2067.3,1866
Priei Cohen & Co,unknown,0.2,1,2049.3,1857
T Le Princeton,unknown,0.2,1,2048.4,1857
Eastern Amos & Sons,merchant_bank,0.85,1,2046.6000000000001,1866
W Howell & Co,unknown,0.2,6,2041.5800000000002,"1847,1857"
Faster Porter & Co,unknown,0.2,1,2040.4325000000001,1847
L&A Brown,unknown,0.2,1,2019.6999999999998,1914
J D Park,unknown,0.2,1,2019.03,1857
John Riaff Sons & Co,unknown,0.2,3,2017.075,1857
Heitz & Deveze,unknown,0.2,3,2015.58,1866
Castello,unknown,0.2,1,2007.4450000000002,1847
Te Blatsphiel,unknown,0.2,2,2005.29,1857
Bieber & Co.,unknown,0.2,1,2005.02,1866
John Simmonds,unknown,0.2,6,2004.1,1866
J. B. Elvis,unknown,0.2,1,2000.0,1866
Schwann & Co,unknown,0.2,1,1999.4999999999998,1866
F.T. Barry,unknown,0.2,1,1995.62,1866
Kipling Pain & Co,unknown,0.2,2,1980.9,1866
Serutton Sons & Co,unknown,0.2,1,1980.0,1857
Samer Ward,unknown,0.2,1,1973.785,1847
Alex Webber & Co,unknown,0.2,3,1972.08,1866
Brewell Y & Co,unknown,0.2,1,1967.25,1847
Unity St Jk Bank,clearing_or_joint_stock_bank,0.4,1,1966.5,1857
F Tuke,unknown,0.2,6,1959.9125,1847
Cutler & Barker,unknown,0.2,2,1956.45,1866
Jacob Isaac,unknown,0.2,1,1945.8,1866
James Duke,unknown,0.2,1,1941.975,1847
Lyse Sons,unknown,0.2,1,1940.0,1847
W. Hi & Andrew Form,unknown,0.2,1,1937.25,1857
Schrmann Bros,unknown,0.2,1,1936.1,1914
W. H. Laird,unknown,0.2,2,1935.0,1857
Srordet M Co,unknown,0.2,1,1931.58,1847
Tambouru & Bell,unknown,0.2,2,1925.12,1847
Edward Johnson,unknown,0.2,1,1920.0,1847
T Wiggin & Co,unknown,0.2,3,1919.04,1847
Gillies & Horne,unknown,0.2,4,1917.275,1847
Dufay & Isnard,unknown,0.2,2,1915.32,1866
Barnett & Kimpton,unknown,0.2,6,1913.27,1847
S.Bobree & Sons,unknown,0.2,1,1907.6,1914
Nirepen & co,unknown,0.2,1,1904.475,1847
Rob Christie & Co,unknown,0.2,3,1902.1499999999999,1847
Wesainder & Co,unknown,0.2,1,1900.0,1847
Blyth Greene Jourdain Co Ld,unknown,0.2,1,1894.3,1914
Sugstrom Luch Co,unknown,0.2,1,1894.28,1847
Curteis Whitworth & Co,unknown,0.2,1,1892.7,1866
R J Bayshaw,unknown,0.2,1,1890.0,1847
C Jamtterey,unknown,0.2,1,1890.0,1857
W Anderson Haut & Co,unknown,0.2,1,1890.0,1857
J & W J Coutenay,unknown,0.2,2,1886.1799999999998,1847
John Mair Son & Co,unknown,0.2,1,1881.0,1857
Lawton & Bichnell,unknown,0.2,1,1880.0,1847
N. H. Pantridge & Co,unknown,0.2,1,1873.8,1866
T. Hodgekinson & Co,unknown,0.2,3,1872.5,1866
Peter Rackshaw,unknown,0.2,1,1870.0,1847
J. Bennock & Co,unknown,0.2,1,1862.1399999999999,1866
C Fauntheory,unknown,0.2,2,1859.12,1847
J Draeon & Co,unknown,0.2,1,1855.0400000000002,1847
J Lefever,unknown,0.2,7,1854.1599999999999,1847
Bank Of Australasia,foreign_or_colonial_financial,0.7,1,1851.55,1914
Gottschalch & Schrade,unknown,0.2,2,1843.2,1847
Schwaan & Co,unknown,0.2,1,1843.0,1914
W C Laming & Co,unknown,0.2,2,1839.58,1847
Wornersley & Co,unknown,0.2,3,1835.395,1847
Favell & Beddome,unknown,0.2,3,1830.75,1847
Elvlvhisther,unknown,0.2,2,1827.54,1847
Carvalho Brother & Co,unknown,0.2,2,1822.5,1866
Fw Caseus,unknown,0.2,2,1816.2,1857
Sermon Bros,unknown,0.2,1,1815.4499999999998,1847
E J Cole,unknown,0.2,8,1814.87,1857
Delennory & Co,unknown,0.2,1,1808.73,1847
Gunning & Duarrell,unknown,0.2,5,1807.925,1847
Balls Garrett,unknown,0.2,2,1807.1,1866
B. De Castro & Co,unknown,0.2,2,1800.0,1866
W. H. Partridge & Co,unknown,0.2,1,1800.0,1866
C Tauntlory,unknown,0.2,3,1800.0,1857
J Hash & Co,unknown,0.2,1,1800.0,1857
Wm Andrew & Sons,unknown,0.2,1,1790.1000000000001,1857
R. W. Starkey & Son,unknown,0.2,2,1789.2,1866
Hawes & Co,unknown,0.2,1,1780.0,1866
C Warwick,unknown,0.2,2,1776.8849999999998,1847
Ridgemont Bros,unknown,0.2,1,1776.0,1847
Leaf Barnett & Co,unknown,0.2,4,1773.9299999999998,1847
Moses Solomon,unknown,0.2,3,1773.4499999999998,"1857,1866"
L R & N Browning & Co,unknown,0.2,1,1771.75,1847
S Vander Willigen,unknown,0.2,1,1756.3,1857
W. H & A Scott,unknown,0.2,1,1755.9,1866
Williams Meyustein,unknown,0.2,1,1738.8,1866
"Lockie, Crosier & Edwards",unknown,0.2,1,1737.0,1866
Josh Angus,unknown,0.2,6,1734.19,1847
L Busson & Co,unknown,0.2,1,1724.665,1857
John Boyd,unknown,0.2,2,1722.37,1866
P Ruckham,unknown,0.2,2,1719.9499999999998,1847
John Sharp,unknown,0.2,5,1716.32,"1847,1857"
T W Meade,unknown,0.2,14,1714.175,1847
Anderson & Newton,unknown,0.2,5,1712.74,1847
E. Lloyd & Cp,unknown,0.2,1,1710.0,1866
Chas Belier,unknown,0.2,2,1710.0,1914
James Mullins & Co,unknown,0.2,1,1709.34,1857
Beller,unknown,0.2,1,1702.3999999999999,1847
Gunning + Luarell,unknown,0.2,2,1694.16,1857
William,unknown,0.2,1,1680.8,1847
Faundel & Phillips,unknown,0.2,1,1674.9299999999998,1847
"Grierson, Cole & Co.",unknown,0.2,2,1674.25,1866
Cha Heinery,unknown,0.2,1,1671.3,1857
J Mathew M L,unknown,0.2,2,1669.9275,1847
Harley Nephew & Co,unknown,0.2,1,1669.8149999999998,1857
Jacobson,unknown,0.2,4,1667.295,1847
